date,symbol,news_vector,impact_score
2019-05-07,A,"[-0.005468587391078472, 0.0014060399262234569, 0.001789705827832222, 0.0024180442560464144, 0.0005064319120720029, -0.009208040311932564, 0.00029357464518398046, 0.014241307973861694, -0.007494392804801464, -0.002873698016628623, -0.0034679884556680918, -0.009399235248565674, -0.0022593745961785316, 0.0077360691502690315, -0.0007227674359455705, -0.0011452090693637729, 0.008362231776118279, -0.0035585658624768257, -0.00432629743590951, -0.012668573297560215, -0.00017105144797824323, -0.00018672914302442223, 0.004713129717856646, -0.0070524392649531364, -0.0022839996963739395, 0.002251780591905117, -0.0037117416504770517, -0.0005803180392831564, -0.0060881017707288265, 0.0072995750233531, 0.008799216710031033, 0.0008672911208122969, 0.0013638650998473167, -0.0047208573669195175, -0.006499530281871557, 0.009235378354787827, 0.0010076436446979642, -0.002427940256893635, -0.0005387354176491499, -0.0037714368663728237, 0.0019392352551221848, -0.010435353964567184, -0.005909043364226818, 0.000740732648409903, 0.001848854823037982, 0.002804705174639821, 0.0022171149030327797, -0.005287912208586931, 0.0028803132008761168, 0.005063794553279877, 0.00459740636870265, -0.004974754527211189, 0.0033103711903095245, -0.0009713753825053573, -0.0023394967429339886, 0.003730166470631957, 0.0024270834401249886, -0.0011852099560201168, -0.0068385545164346695, 0.0061201127246022224, -0.0035551078617572784, 0.0017506503500044346, -0.0011086808517575264, -0.004250136204063892, -0.0021690942812711, 0.003206496126949787, 0.004297228064388037, 0.0017508360324427485, -0.002821909496560693, 0.007766922935843468, -0.0002965969033539295, -0.001560704316943884, 0.005015579983592033, -0.00267831445671618, 0.006163191981613636, 0.0023692811373621225, 0.0024704569950699806, -0.001814666436985135, -0.0012694108299911022, 0.0012800515396520495, -0.004059111699461937, 0.001954157603904605, -0.006157987285405397, 0.004600271116942167, -0.0026492883916944265, -0.0032764484640210867, 4.107068889425136e-05, 0.0023555904626846313, 0.004657516721636057, -0.00019068139954470098, 0.009679878130555153, 0.0005112532526254654, 0.002875450998544693, -0.002995219314470887, 0.006517146248370409, 0.007267342880368233, 0.004808671772480011, -0.005084930453449488, 0.002154913730919361, -0.0007010481785982847]",-2.0
2019-05-08,A,"[-0.004701290279626846, 0.0028715012595057487, -1.7330283299088478e-05, 0.004607363138347864, 0.0010082407388836145, -0.007086525671184063, 0.0012689473805949092, 0.014169538393616676, -0.0064063407480716705, -0.002636629855260253, -0.002557319588959217, -0.006997732911258936, -0.0010080519132316113, 0.004571867641061544, -0.0016724267043173313, -0.0013063239166513085, 0.0055979155004024506, -0.005257060751318932, -0.00438579311594367, -0.012603621929883957, 0.0013149504084140062, -0.0015609127003699541, 0.0032114600762724876, -0.003906898200511932, -0.0029197693802416325, 0.0020905432756990194, 0.00022664343123324215, -0.0013417172012850642, -0.005240155383944511, 0.0053905523382127285, 0.007006900385022163, -0.0006396119715645909, -0.0005369792925193906, -0.002735052490606904, -0.005213799886405468, 0.007606495171785355, 0.0025924041401594877, -0.0028906858060508966, -0.0006398326368071139, -0.003451989497989416, 0.001092966878786683, -0.00956012587994337, -0.004731736611574888, 0.002335813594982028, 0.0028182913083583117, 0.003280451986938715, 0.0005363635718822479, -0.00426076352596283, 0.004292609635740519, 0.0025621301028877497, 0.004298460204154253, -0.003926863428205252, 0.0017010209849104285, -0.0007219978142529726, -0.0008989672060124576, -0.0002601153973955661, -0.0008403909741900861, -0.0028426209464669228, -0.008067046292126179, 0.00566500099375844, -0.0017635561525821686, 0.002888839691877365, 0.00013062778452876955, -0.004976343829184771, -0.0042608920484781265, 0.002645275089889765, 0.0033166944049298763, 0.007189111318439245, -0.003421253990381956, 0.007211918476969004, 0.0007192621123977005, 0.0017948360182344913, 0.002150075975805521, -0.0041156006045639515, 0.0071079968474805355, 0.0004832350823562592, 0.0018361255060881376, -0.0008788296254351735, -0.0013031548587605357, 0.00023369875270873308, -0.004684082698076963, 0.00036719965282827616, -0.00827163364738226, 0.004789884202182293, -0.001479318249039352, -0.0030099996365606785, 0.0005803141975775361, 0.0030673344153910875, 0.006318903062492609, -0.0002468244347255677, 0.004333376884460449, 0.004418659023940563, 0.002121884375810623, 0.0015998115995898843, 0.008794758468866348, 0.005302711855620146, 0.0017476279754191637, -0.007026130799204111, 0.003196297213435173, -0.0003230891015846282]",0.0
2019-05-09,A,"[-0.0002698957978282124, 0.002929723123088479, 0.0028607056010514498, 0.005348352715373039, 0.004731448832899332, -0.0049631232395768166, 0.0024990581441670656, 0.005685397889465094, -0.0052980645559728146, -0.004349418915808201, 2.6450996301718988e-05, -0.007566928863525391, -0.0010651694610714912, 0.003838271601125598, 0.0008858187939040363, -0.001890879007987678, 0.007356212940067053, -0.0012951827375218272, -0.007379123475402594, -0.009406150318682194, -0.0009040430304594338, 0.0013369349762797356, 0.0032152885105460882, -0.006225949618965387, -0.0062012518756091595, 0.00018571883265394717, -0.006429506465792656, -0.00041001607314683497, -0.005265483167022467, 0.007623650133609772, 0.0035631211940199137, -0.0007291938527487218, -0.0015028234338387847, -0.00633417209610343, -0.005787570495158434, 0.0027315595652908087, -0.0010207660961896181, 0.0005891865002922714, 0.0013821021420881152, -0.0021082961466163397, 0.003921296447515488, -0.009015933610498905, -0.004580901004374027, 0.0016608694568276405, 0.0030127689242362976, 0.001998747931793332, -0.004424204584211111, -0.0020608697086572647, 0.005961256567388773, 0.0036546054761856794, 0.002836198778823018, -0.006634863093495369, 0.008240164257586002, -0.004245642106980085, -0.0028108935803174973, 0.007603118196129799, 0.0009561109472997487, 0.0019141066586598754, -0.004270981531590223, 0.00897188764065504, -0.001085572293959558, 0.001525216386653483, -0.0030914898961782455, 0.0014717313461005688, -0.0007742541492916644, 0.003554818220436573, -0.00299948756583035, 0.004194451961666346, -0.0030955250840634108, 0.0003222233790438622, -0.0012385844020172954, -0.0014219636796042323, 0.008021789602935314, -0.003586259437724948, 0.001252629910595715, -0.0005064743454568088, 0.0004354103875812143, -0.003520263358950615, -0.00044711833470501006, -0.005492913071066141, -0.006185512524098158, -0.0016016969457268715, -0.0039045854937285185, 0.005714932456612587, 0.0016815824201330543, -0.003092789324000478, 0.002854725578799844, 0.004502319730818272, 0.008962704800069332, -0.0011889152228832245, 0.006691048387438059, 0.0012195640010759234, 0.0009179961052723229, 0.00038224816671572626, 0.0038535259664058685, 0.0032935086637735367, 0.0013736585387960076, -0.003230759873986244, -0.0005463329725898802, -0.0034596107434481382]",1.0
2019-05-10,A,"[-0.005703312810510397, 0.002348557347431779, 0.0012570455437526107, 0.0016025978839024901, -0.0006681365193799138, -0.007489397190511227, 6.340321124298498e-05, 0.008701938204467297, -0.004213007632642984, -0.0007948851562105119, -0.0007703473092988133, -0.008279269561171532, -0.0005169793730601668, 0.006121493875980377, -0.000888417474925518, -0.0013451505219563842, 0.006191576831042767, -0.00020590939675457776, -0.00289960578083992, -0.008301817812025547, 0.0002826987183652818, -0.00016461944323964417, 0.00024441975983791053, -0.006483911536633968, -0.00256721256300807, 0.0018756190547719598, -0.0018838838441297412, -0.0006165906088426709, -0.0045344592072069645, 0.005486553069204092, 0.006461867596954107, 0.0011389770079404116, 0.001522948732599616, -0.0018081150483340025, -0.004205079283565283, 0.008074484765529633, 0.003415892133489251, -0.002288979012519121, -0.0009110700339078903, -0.0013551434967666864, 0.002983065089210868, -0.012867255136370659, -0.006295384373515844, 0.0008021419052965939, 0.002684601815417409, 0.00455629313364625, 0.001599104143679142, -0.004918884951621294, 0.0035631831269711256, 0.0003648039710242301, 0.005376324523240328, -0.005345872603356838, 0.005822205450385809, 0.00036596463178284466, 3.803634535870515e-05, 0.00498189264908433, 0.002164136152714491, -0.0002643406332936138, -0.005706962198019028, 0.006468632724136114, 0.0002698868920560926, 0.0019462350755929947, -0.0012969443341717124, -0.003398392116650939, -0.0005065661389380693, 0.00259268656373024, 0.003542752703651786, 0.0029065946582704782, -0.0014434817712754011, 0.006972596049308777, -0.0016418996965512633, -0.00354947941377759, 0.003308534622192383, -0.0010929035488516092, 0.004199471790343523, 0.003351076738908887, -0.0010640752734616399, -0.0018920291913673282, -0.0013159929076209664, 5.853628408658551e-06, -0.0059416103176772594, 0.0009610443958081305, -0.004883865360170603, 0.0063993665389716625, -0.00042453379137441516, -0.0034865469206124544, 0.0005968202603980899, 0.0010696178069338202, 0.005637747701257467, -0.0008115852833725512, 0.006708192173391581, -0.0006654908647760749, 0.002466066274791956, 0.00017973801004700363, 0.005641458090394735, 0.0062324171885848045, 0.004297702573239803, -0.00390754546970129, 6.330978067126125e-05, -0.0007295665564015508]",0.0
2019-05-13,A,"[-0.002404305385425687, 0.0012752139009535313, 0.0012840427225455642, 0.003972690086811781, 0.00035567261511459947, -0.009814303368330002, 0.0017365223029628396, 0.009776839055120945, -0.0061071631498634815, -0.0037801142316311598, -0.0014912798069417477, -0.009805960580706596, -0.0030510961078107357, 0.006745742633938789, -0.00045234139543026686, -0.00025230954634025693, 0.003698029089719057, -0.004139160271733999, -0.003226461121812463, -0.014308332465589046, 0.0008950163028202951, 0.0035553439520299435, 0.0019391068490222096, -0.0038252128288149834, -0.002471602289006114, 0.0013941110810264945, -0.003038441063836217, -0.0034945139195770025, -0.005734904203563929, 0.00550274271517992, 0.009613733738660812, -0.0003750594041775912, 0.0034604312386363745, -0.0022798022255301476, -0.005958087742328644, 0.0075397551991045475, 6.291522004175931e-05, -0.0016235075891017914, -0.00018027648911811411, -0.004854773636907339, 0.0022438617888838053, -0.009914224967360497, -0.003445593174546957, 0.0006697553908452392, 0.0013998415088281035, 0.004046220798045397, 0.0010079132625833154, -0.004563836846500635, 0.001558162970468402, 0.00482921302318573, 0.0037684068083763123, -0.003691075835376978, 0.002089289715513587, -9.64564605965279e-06, -0.001972353784367442, 3.443828973104246e-05, 0.000689253443852067, -0.003337279660627246, -0.005170405842363834, 0.004621145315468311, -0.0017560772830620408, 0.004897324368357658, -0.0020203739404678345, -0.004078772384673357, -0.000421822041971609, 0.003076844150200486, 0.005274062044918537, 0.0033744731917977333, -0.004776690620929003, 0.007216193713247776, -0.0016426481306552887, -0.000407946587074548, 0.003313537687063217, -0.00447881780564785, 0.0064513180404901505, -7.063513476168737e-05, -0.0001372518454445526, 5.8174900914309546e-05, -0.0018292434979230165, 0.00020581409626174718, -0.002096005715429783, -0.000569239491596818, -0.007370430510491133, 0.007065013982355595, -0.00039669190300628543, -0.004108100663870573, 0.001415901118889451, 0.0018940476002171636, 0.0037098017055541277, 9.936429705703631e-05, 0.006831613834947348, 0.0009371598716825247, 0.0007059030467644334, 0.003021816024556756, 0.005539925768971443, 0.004884541500359774, 0.00281726592220366, -0.005178953055292368, 0.00038565241266041994, -0.00046098147868178785]",-2.0
2019-05-14,A,"[-0.0033995681442320347, 0.00436973012983799, 0.0027266910765320063, 0.003210090333595872, 0.0007595501956529915, -0.010273054242134094, 1.4077596460992936e-05, 0.011416109278798103, -0.007147476077079773, -0.003231908194720745, -0.0029131448827683926, -0.007365316618233919, -0.0027845953591167927, 0.007972178049385548, 0.0005693684797734022, -0.0015529835363849998, 0.006039686035364866, -0.0010939009953290224, -0.005805224180221558, -0.013336541131138802, 0.0002442133263684809, 6.792449130443856e-05, 0.0017418637871742249, -0.0035436758771538734, -0.0030341483652591705, 0.0011514592915773392, -0.001400756766088307, -0.0016886735102161765, -0.00617692805826664, 0.00446499465033412, 0.0067667909897863865, -0.00281781074590981, 0.0016418544109910727, -0.003849032334983349, -0.005215373821556568, 0.00858694314956665, 0.0024218112230300903, 0.00020109240722376853, 0.0008075690711848438, -0.006600498221814632, 0.0004552423779387027, -0.010692181065678596, -0.006415156647562981, 0.0008687737863510847, 0.0013879552716389298, 0.0007333040121011436, -0.0012157277669757605, -0.0034407982602715492, 0.004023481160402298, 0.006604126654565334, 0.0013951712753623724, -0.0024265386164188385, 0.004043578635901213, -0.0009928420186042786, 5.564138700719923e-05, 0.003616805886849761, 0.001530331326648593, -0.0036594937555491924, -0.008144321851432323, 0.004648603964596987, -0.0022551193833351135, 0.001410205732099712, -0.0012068089563399553, -0.004139285068958998, -0.0026965418364852667, 0.0048880791291594505, 0.005647161975502968, 0.004819393623620272, -0.002854960272088647, 0.008483141660690308, 0.0010945036774501204, -0.00035439382190816104, 0.004025641828775406, -0.0034938177559524775, 0.006469045300036669, 0.00386059214361012, 0.003246149979531765, 0.0012562911724671721, -0.0014625726034864783, 0.001125098904594779, -0.005075628869235516, 0.0011326821986585855, -0.0069901407696306705, 0.007130753714591265, -0.0027564270421862602, -0.0023637523408979177, 0.002228605095297098, 0.0035640394780784845, 0.004640993662178516, 0.0005757795297540724, 0.0061234780587255955, 0.0016994812758639455, 0.004590567667037249, 0.0003701836394611746, 0.010962214320898056, 0.006891107652336359, 0.0018111469689756632, -0.00596222560852766, 0.0008282579947263002, -0.00033082396839745343]",2.0
2019-05-15,A,"[-0.003877474693581462, 0.002822361420840025, -0.0006853408413007855, 0.0033245100639760494, 0.0030633031856268644, -0.009032150730490685, 0.0011526334565132856, 0.012223872356116772, -0.0073416572995483875, -0.003663816023617983, -0.002913528587669134, -0.009466935880482197, 0.0032265828922390938, 0.007070302963256836, 0.0012057289713993669, -0.0015724464319646358, 0.006898595951497555, -0.0030441032722592354, -0.0038239764980971813, -0.014635400846600533, 0.0002425907732686028, 0.0007215240621007979, 0.0012852976797148585, -0.006489974446594715, 0.0017106233863160014, 0.0002381221711402759, -0.0009066806524060667, 0.0001332281099166721, -0.00458720326423645, 0.001815861207433045, 0.005779963918030262, -0.00013845780631527305, 0.0017492665210738778, -0.004713239148259163, -0.00509304367005825, 0.008211253210902214, 0.0022279599215835333, -0.00364449480548501, -0.0007952999440021813, -0.006158097181469202, -0.0011206248309463263, -0.010008370503783226, -0.004848773125559092, -0.0014601277653127909, 0.0040355040691792965, -0.000395224429666996, -0.0005355990724638104, -0.0025902714114636183, 0.0012032152153551579, 0.005322662647813559, 0.0013062892248854041, -0.0019364008912816644, 0.0006440771976485848, 0.00011118681140942499, 0.0020029512234032154, 0.00016231005429290235, 0.003181760199368, -0.0036870697513222694, -0.006983138155192137, 0.006646969821304083, -0.0032483504619449377, -0.0005852120812050998, 0.0015806684968993068, -0.0023055251222103834, -0.004505531396716833, 0.0050554173067212105, 0.004220328759402037, 0.0051469686441123486, -0.004110866691917181, 0.008297750726342201, 0.0019638354424387217, -0.00017633118841331452, 0.005366882309317589, -0.0009363849530927837, 0.003863707883283496, 0.0010640289401635528, 0.0028509125113487244, -0.0007341502350755036, -0.0037466580979526043, 0.00204752990975976, -0.0037744315341115, -0.0003363961004652083, -0.006351904943585396, 0.0063991853967309, -0.000299008097499609, -0.00036776872002519667, 0.0021849283948540688, 0.0016910417471081018, 0.0061262669041752815, 0.0010656699305400252, 0.00594689417630434, 0.003491028444841504, 0.0036700398195534945, 0.0009921594755724072, 0.010564539581537247, 0.006391179282218218, 0.003732170443981886, -0.007308725733309984, 0.004405649844557047, 0.00013353955000638962]",-3.0
2019-05-17,A,"[-0.004312632605433464, 0.005589074920862913, -0.0015601783525198698, -0.008751980029046535, -0.0031441242899745703, 0.0039252168498933315, 0.005557483062148094, 0.008181925863027573, 0.003983639646321535, -0.01002028863877058, 0.00022608929430134594, 0.0009771771728992462, -0.002829795004799962, -0.001149361371062696, 0.0063031334429979324, -0.008935852907598019, 0.005191146396100521, 0.0023694883566349745, 0.0009980130707845092, -0.0002669511013664305, -0.006739971227943897, 0.002882390981540084, -0.0009348585153929889, -0.005131981335580349, 0.007797675672918558, -0.0067526670172810555, -0.00802062451839447, -0.00697392039000988, -0.010475440882146358, -0.0004751000669784844, -0.0061825234442949295, -0.004184809047728777, 0.00640089763328433, -0.003208535723388195, -0.008253281004726887, -0.00046151180868037045, -0.006668196991086006, 0.007673725951462984, 0.003058758331462741, -0.002344216452911496, 0.00982474535703659, 0.003767708782106638, -0.0066622658632695675, -0.007988382130861282, 0.006807591300457716, 0.006468877196311951, -0.002573999110609293, 0.004543588496744633, 0.009750518016517162, 0.004032357130199671, -0.0046587614342570305, -0.0024508414790034294, -0.0058857351541519165, 0.008038864471018314, -0.005176658742129803, 0.0048949928022921085, 0.0065658786334097385, -0.0015766510041430593, -0.002534879371523857, 0.009616568684577942, -0.005125390365719795, 0.010761862620711327, 0.004321420565247536, 0.0022449237294495106, -0.0034700834657996893, -0.0021538175642490387, -0.0033008430618792772, -0.0060625397600233555, 0.005124851129949093, -0.0012936294078826904, -0.00915982760488987, 0.008913547731935978, 0.005161463748663664, 0.0002472517953719944, 0.0036680076736956835, -0.0026122378185391426, 0.00325179286301136, 0.006758824922144413, 0.00841594859957695, -0.0010149485897272825, 0.008542175404727459, 0.004035511054098606, 0.0016523473896086216, 0.012289030477404594, -0.010020927526056767, 0.002502229530364275, 0.0024497872218489647, 0.006007544696331024, 6.898293213453144e-05, -0.004589799325913191, 0.003023161320015788, 0.008047160692512989, -0.0042222850024700165, -0.0022012381814420223, 0.003168935189023614, 0.006156459450721741, 0.003979416098445654, -0.010938877239823341, 0.0035560205578804016, -0.0016967580886557698]",0.0
2019-05-21,A,"[-0.008094551973044872, 0.0012297973735257983, -0.0011682836338877678, 0.0033710310235619545, -0.0009231747244484723, -0.0069807530380785465, -0.0021174775902181864, 0.00933112297207117, -0.005385119002312422, 0.0027017940301448107, 0.0002857626823242754, -0.0036440857220441103, -0.0006898026913404465, 0.005211519543081522, 0.0019474400905892253, 0.0005286287050694227, 0.0024573947302997112, -0.006037557031959295, -0.0054465122520923615, -0.007289907429367304, 2.6425268515595235e-05, 0.0021233297884464264, 0.0021199022885411978, -0.00044478956260718405, -0.0031459175515919924, 0.006869536358863115, -0.0007880390621721745, -0.006859289016574621, -0.004082437139004469, 0.003121954156085849, 0.0027641335036605597, -0.0012944379122927785, -0.0026040917728096247, -0.006130067631602287, -0.001194244367070496, 0.008648894727230072, 2.9820017516613007e-05, -4.299877673474839e-06, -0.0071002100594341755, -0.006376966834068298, 0.003157517872750759, -0.00953678134828806, -0.0009071187232621014, 0.00466010021045804, 0.0037427309434860945, 0.003267688676714897, -0.0014589069178327918, -0.003128020092844963, 0.0038896326441317797, 0.0021561759058386087, 0.004953500349074602, -0.0008812723681330681, 0.0018928548088297248, 0.000588438764680177, -0.0017046754946932197, -0.0013837009901180863, -0.0005531269125640392, 0.0007267576293088496, -0.008446351625025272, 0.002372058806940913, 0.0015023212181404233, 0.0017927127191796899, 9.351922199130058e-05, -0.0040128193795681, -0.00012248290295246989, 0.003518487326800823, 0.0016017103334888816, 0.007035011891275644, -0.0034807396586984396, 0.006349673494696617, 0.0041531664319336414, 0.0008209802326746285, 0.0017450571758672595, -0.0009521865285933018, 0.006166672799736261, 0.0010263270232826471, -0.0006083505577407777, 0.0002461096737533808, -0.0016874371794983745, -0.00032776358420960605, -0.0010922459186986089, -0.003174606477841735, -0.004579340573400259, 0.0063494411297142506, -0.0032184021547436714, 0.0006900355219841003, 0.0008237715810537338, 0.0007667836616747081, -0.0025883743073791265, -0.0029754480347037315, 0.005083648953586817, 0.00309574487619102, 0.0007940077339299023, 0.005747394170612097, 0.008808283135294914, 0.00633586710318923, 0.00047964430996216834, -0.00800348725169897, -0.0008383152890019119, -0.0047331019304692745]",-3.0
2019-05-22,A,"[0.0028771385550498962, -0.0022398962173610926, -0.0028781925793737173, 0.00784249696880579, -0.003592380089685321, -0.007526235189288855, 0.005507781635969877, 0.012805064208805561, -0.010435541160404682, -0.00263902242295444, -0.003629156621173024, -0.008568615652620792, 0.0017073421040549874, 0.005746215116232634, -0.0024685438256710768, -0.0028922520577907562, 0.0065171499736607075, 0.0006537845474667847, -0.003433139994740486, -0.009818097576498985, 0.0071879499591887, 0.0031784146558493376, 0.00515180267393589, -0.0036767858546227217, 0.0032264485489577055, -0.0003520621685311198, -0.003561292542144656, 0.004025365691632032, -0.001720704254694283, 0.0003684669791255146, 0.004204210359603167, -0.0023417670745402575, 0.005388734396547079, -0.005980972666293383, -0.0037948861718177795, 0.0035300536546856165, 0.0032394693698734045, -0.0034406285267323256, 0.002263088710606098, -0.010496851056814194, -0.005996993277221918, -0.008029895834624767, -0.00099754158873111, 0.0025464652571827173, -0.0004307908529881388, 0.00410500867292285, -0.006870386656373739, -0.0005153100937604904, 0.0038409531116485596, 0.002263195114210248, 1.528766006231308e-05, -0.005983067210763693, -0.00284267938695848, -0.0037219366058707237, 0.006095654796808958, 0.002300707856193185, 0.001269031665287912, -0.005051617976278067, -0.0031659919768571854, 0.006624714937061071, -0.0019845052156597376, 0.002153720473870635, -0.0003040370938833803, -0.0011958820978179574, -0.0070692263543605804, 0.006166726816445589, 0.002993004396557808, 0.010061540640890598, -0.004315579775720835, 0.008288949728012085, 0.0018312308238819242, -0.001081921043805778, 0.005916417110711336, -0.0037931262049824, 0.006795130670070648, 2.5799809009185992e-05, 0.005789296701550484, -0.0012691247975453734, -0.006704948842525482, -0.003654736327007413, -0.0042133633978664875, 0.003977812360972166, -0.004030661191791296, 0.0064117140136659145, -0.0025385853368788958, -0.004754866007715464, 0.0005052547203376889, -0.0004366383363958448, -0.0008973192307166755, -0.001218048040755093, 0.007715299725532532, -0.0013297799741849303, 0.004483806900680065, 0.005162842571735382, 0.012357792817056179, 0.005020197480916977, 0.001984979957342148, -0.0042049274779856205, 0.0018662962829694152, -0.0010479994816705585]",0.0
2019-05-24,A,"[-0.0025920604821294546, 0.00048429099842906, -0.0013503882801160216, 0.0003639947099145502, 0.0004322413878981024, -0.005161082372069359, -0.001246177707798779, 0.003990898374468088, -0.00299532781355083, 0.0022657988592982292, -0.00310439127497375, 0.0013051783898845315, -0.00357511336915195, -0.0036467285826802254, -0.0011375335743650794, 0.0006757376249879599, -0.0006139889010228217, -0.004835016559809446, -0.003282078541815281, 0.0020142311695963144, -0.0018072124803438783, 0.005657406989485025, 0.006606288719922304, 0.0005462390254251659, 0.0014454001793637872, 0.0023463324178010225, -0.003766822861507535, -0.0026566123124212027, 0.0029994614887982607, 0.004736038390547037, 0.0020759140606969595, 0.0019118179334327579, 0.002356770681217313, -0.004500046372413635, -0.0058512152172625065, 0.004575831349939108, 0.00010968480637529865, -0.0015498580178245902, -0.0008495270158164203, -0.004761592950671911, 0.004648860078305006, -0.0037032782565802336, -0.003087771125137806, -0.001287745195440948, -0.0011328253895044327, -0.003228386165574193, -0.005017328541725874, -0.0024719256907701492, 0.004649213515222073, -0.0025061778724193573, -6.428826600313187e-05, -0.001018955372273922, -0.0012357657542452216, -0.0008077695965766907, 0.00038434690213762224, 0.0005761489737778902, 0.002122126752510667, -0.00444736098870635, 0.0025725378654897213, 0.002401055069640279, 0.003039794974029064, 0.004778081085532904, -0.0003662405943032354, -0.004335272591561079, -0.002830513520166278, 0.0003255253250245005, -1.2720624908979516e-05, -0.0008513976936228573, -0.0018345019780099392, 0.0009561204351484776, -0.008722282014787197, -8.996529504656792e-05, 0.0006858368287794292, 0.006231486797332764, 0.002608823822811246, 0.00880319345742464, 0.0035755017306655645, 0.0014896296197548509, -0.004738274961709976, -0.001721709850244224, 0.006407960783690214, -0.0015831595519557595, -0.0020923761185258627, 0.005607394967228174, -0.007979693822562695, 0.003535458818078041, -0.0013819271698594093, 0.00236533978022635, -0.0012194133596494794, 0.0030947907362133265, 0.006442486774176359, 0.0009025883045978844, -0.00428552832454443, -0.0007329934160225093, 0.006401361431926489, -0.0011021628743037581, 0.002591097028926015, -0.002397966803982854, -0.0051438999362289906, -0.007155036088079214]",2.0
2019-06-11,A,"[-0.0004654261574614793, 0.0011247380170971155, -0.0016908153193071485, 0.003203050000593066, -0.003732299664989114, -0.008853995241224766, 0.001712819212116301, 0.01192614994943142, -0.004629782401025295, -0.0035821308847516775, 0.0008225308847613633, -0.008614370599389076, 0.00032469257712364197, 0.005639587063342333, -0.001720304717309773, 0.0006752644549123943, 0.004396050702780485, -0.002327952068299055, -0.0023965395521372557, -0.014302564784884453, 0.0008066124864853919, 0.0020325498189777136, -0.0014975190861150622, 0.0004849072138313204, -0.0015936058480292559, -0.0005087665049359202, 0.0004686594184022397, 0.0002144809259334579, -0.0018940448062494397, 0.001967295305803418, 0.0033162592444568872, 0.002167925937101245, 0.002737266244366765, -0.0035672199446707964, -0.002378208562731743, 0.007348257582634687, 0.006248726509511471, -0.005525556858628988, -0.0012847536709159613, -0.0019357337150722742, -0.0019455980509519577, -0.009119294583797455, -0.0015153371496126056, -0.004026575479656458, 0.006687942426651716, -0.0020450763404369354, 0.0028819500003010035, 0.00028850644594058394, 0.004408648703247309, 0.005100368522107601, 0.0013367488281801343, -0.00029911211458966136, 0.0008780806674621999, 0.0012076070997864008, 0.0024508030619472265, 0.0022630293387919664, 0.0032238911371678114, 0.00040867013740353286, -0.0030675444286316633, 0.005057367496192455, -0.0022895485162734985, 0.0021004951559007168, 0.00011528003960847855, -0.0004564759146887809, -0.0007840973557904363, 0.002370901172980666, 0.00043344550067558885, 0.005242927931249142, -0.006050634663552046, 0.006897128187119961, 0.0001235952804563567, -0.002335889730602503, 0.0031601483933627605, -0.004271235316991806, 0.004632394295185804, 0.0024076090194284916, 0.003649827092885971, -4.9410453357268125e-05, -0.0023279034066945314, 0.0020924475975334644, -0.00206755637191236, -6.511308311019093e-05, -0.007014542352408171, 0.007553604897111654, 0.00015159047325141728, -0.0021183921489864588, 0.0005217462894506752, 0.002078648656606674, 0.0064874873496592045, 0.002816183492541313, 0.0028301135171204805, 0.0008686126093380153, 0.002520693466067314, 0.003163094399496913, 0.010424894280731678, 0.004509277641773224, 0.006749411579221487, -0.006154397968202829, 0.004512797109782696, -0.000537891814019531]",0.0
2019-06-13,A,"[-0.006229946855455637, 0.003034082241356373, 0.00654163071885705, 0.003736629383638501, -0.0027981617022305727, -0.017613328993320465, 0.0013649342581629753, 0.02046542428433895, -0.011619244702160358, -0.008804726414382458, 0.001097563304938376, -0.015358950011432171, -0.0018761405954137444, 0.009268212132155895, 0.00010676193051040173, 0.0015386947197839618, 0.011515028774738312, -0.004710959270596504, -0.006877862382680178, -0.02173626609146595, 0.001895581721328199, 0.0007377381552942097, 0.009364417754113674, -0.009417098946869373, -0.003012322587892413, 0.0036193605046719313, -0.003703891532495618, -0.0022678934037685394, -0.006566284690052271, 0.007792807649821043, 0.009301511570811272, -0.00043022711179219186, 0.007759267929941416, -0.004435925278812647, -0.005769642535597086, 0.013526387512683868, 0.007547235116362572, -0.004046762362122536, -0.0012058345600962639, -0.006732278969138861, -7.78709818405332e-06, -0.015643885359168053, -0.012651227414608002, 0.0004096954653505236, -0.00042223092168569565, 0.0020448241848498583, -0.0011417267378419638, -0.002511235186830163, 0.0027899425476789474, 0.008211680687963963, 0.002726363716647029, -0.006144169718027115, 0.001250159926712513, 0.0009385148878209293, 0.0015915153780952096, 0.004474814049899578, 0.003775469958782196, -0.0037509584799408913, -0.007888122461736202, 0.013210169970989227, -0.008607733063399792, 0.0027205555234104395, -0.002608035458251834, -0.007695793639868498, -0.005263974890112877, 0.007350705564022064, 0.0038819292094558477, 0.002453745109960437, -0.002724921330809593, 0.010988765396177769, 0.0019833522383123636, 0.0026117784436792135, 0.004869241267442703, -0.001963212387636304, 0.010362829081714153, 0.0048239752650260925, 0.005501754116266966, -0.004152791108936071, -0.0031588973943144083, 0.0009329398162662983, -0.004948658403009176, 0.0050506070256233215, -0.0034641555976122618, 0.011592035181820393, -0.007215866819024086, -0.00249250209890306, 0.0013715880922973156, 0.0014909954043105245, 0.007585783954709768, 0.0011816908372566104, 0.013575362972915173, 0.003429335542023182, 0.0036802010145038366, 0.0007471212302334607, 0.01124416384845972, 0.010640515945851803, 0.006176723632961512, -0.011875343509018421, 0.0015777070075273514, -0.0005984022282063961]",0.0
