date,symbol,news_vector,impact_score
2019-05-01,A,"[-0.0310995914041996, 0.5476202368736267, 0.5494587421417236, -0.28819942474365234, -0.9420769214630127, 0.10022135078907013, 0.538108229637146, -0.262534499168396, -0.11288416385650635, 0.08272120356559753, 0.30260297656059265, 0.17826728522777557, -0.13949815928936005, 0.029822906479239464, 0.12313000112771988, 0.5687728524208069, 0.12852239608764648, -0.07519807666540146, 0.4407230615615845, 0.43508732318878174, -0.4332841634750366, -0.2199922800064087, -0.20042291283607483, 0.5606620907783508, -0.44703495502471924, -0.2617592215538025, 0.2924601137638092, -0.3261278569698334, -0.2514282763004303, 0.4809170961380005, -0.5568861961364746, -0.15492361783981323, 0.10078923404216766, -0.7845170497894287, 0.19839102029800415, 0.19546790421009064, 0.1652514934539795, 0.160843625664711, -0.26001691818237305, -0.20976196229457855, -0.6108076572418213, 0.46178197860717773, -0.3329375088214874, -0.5556098818778992, -0.06807950884103775, 0.04992852732539177, -0.27142149209976196, 0.6225702166557312, 0.1973654329776764, -0.17072978615760803, -0.06733259558677673, 0.2012074738740921, -0.0867413580417633, -0.6104813814163208, 0.16463033854961395, -0.1992167979478836, -0.07506562769412994, -0.16410674154758453, 0.12614411115646362, -0.2205396294593811, 0.09080176800489426, 0.4473879039287567, -0.3202449679374695, 0.5254103541374207, 0.37123921513557434, 0.4952905476093292, 0.04019562155008316, -0.09114862233400345, 0.21509438753128052, -0.2086298167705536, 0.38233861327171326, 0.6904381513595581, 0.05554946884512901, 0.4157184064388275, 0.3722938299179077, -0.4966033399105072, 0.053347375243902206, -0.4213957190513611, 0.34748825430870056, 0.02305212989449501, -0.42807963490486145, 0.31823891401290894, 0.20366215705871582, 0.230060413479805, 0.04252652823925018, 0.05472513660788536, 0.07741089910268784, -0.01205400936305523, 0.35654762387275696, -0.22662228345870972, 0.15374326705932617, 0.02110273391008377, 0.32492271065711975, -0.24010521173477173, -0.1347903460264206, -0.2544619143009186, -0.4903167188167572, -0.39610201120376587, 0.22147993743419647, 0.6542403697967529]",0.0
2019-05-02,A,"[-0.24484795331954956, 0.22105970978736877, -0.016989925876259804, 0.2960342466831207, -0.06858138740062714, 0.1441405713558197, 0.23331785202026367, -0.18506453931331635, 0.15059733390808105, -0.3153146207332611, 0.06646676361560822, -0.13089805841445923, 0.24984446167945862, 0.14246509969234467, -0.2373046725988388, 0.45391473174095154, -0.024033330380916595, -0.11320753395557404, 0.11475023627281189, -0.266346275806427, -0.4961235821247101, -0.29892560839653015, -0.3907105624675751, -0.23195677995681763, 0.3043760657310486, -0.052712634205818176, 0.2936893105506897, -0.4133338928222656, -0.3275406062602997, -0.020252417773008347, -0.2258457988500595, 0.11653906852006912, 0.0050661638379096985, -0.8281669616699219, 0.22898365557193756, -0.045864906162023544, 0.33548402786254883, -0.2320319563150406, -0.422213077545166, 0.017798738554120064, -0.4880274832248688, 0.8978092074394226, 0.03812842443585396, 0.23074837028980255, 0.34214532375335693, -0.14998941123485565, -0.03316165879368782, -0.1341714859008789, -0.2210341989994049, -0.47515183687210083, -0.04456768184900284, -0.06351285427808762, -0.385966420173645, -0.34427735209465027, -0.3240759074687958, 0.424189954996109, 1.007869839668274, -0.3153992295265198, 0.014105328358709812, 0.13841313123703003, -0.1974998116493225, 0.27212974429130554, -0.2609770596027374, 0.016552794724702835, -0.5168969631195068, 0.4954538345336914, -0.5200271010398865, -0.12599745392799377, 0.0478072427213192, -0.1372441053390503, 0.38123682141304016, 0.0659814178943634, 0.3746832609176636, -0.035866618156433105, 0.11212258785963058, -0.061246659606695175, 0.09345803409814835, 0.04791051149368286, -0.12163973599672318, 0.1447320282459259, -0.6815085411071777, 0.008088892325758934, 0.2120358794927597, 0.07516446709632874, -0.27562955021858215, -0.12459633499383926, -0.23956160247325897, -0.2607579529285431, 0.3552897274494171, 0.11932554095983505, 0.29058408737182617, 0.0012883272720500827, 0.5757794976234436, -0.08559132367372513, -0.3942916691303253, -0.011370301246643066, -0.07846175879240036, -0.10703747719526291, 0.28168660402297974, 0.8461883664131165]",1.0
2019-05-03,A,"[-0.09954782575368881, 0.24747104942798615, 0.34149089455604553, 0.03358529880642891, -0.040936242789030075, 0.08861081302165985, 0.4259003698825836, -0.3341537415981293, 0.3558129370212555, -0.33439475297927856, 0.04064292460680008, 0.07459115982055664, 0.09330835938453674, 0.3133107125759125, 0.24601325392723083, 0.1726471483707428, 0.449576199054718, -0.09498915821313858, -0.09690336138010025, 0.0815536379814148, -0.7113227248191833, 0.0017637849086895585, -0.4226814806461334, 0.23281779885292053, -0.28914764523506165, 0.031180763617157936, 0.3032667338848114, 0.13504600524902344, -0.6201821565628052, 0.17628750205039978, -0.1055298000574112, -0.1261628270149231, 0.5183647871017456, -0.3853345215320587, 0.4972854554653168, 0.5545695424079895, 0.3519890010356903, -0.2963935136795044, -0.19722042977809906, -0.6243942379951477, -0.277557909488678, 0.409025102853775, -0.15928420424461365, -0.3374202847480774, 0.3906157612800598, -0.06543808430433273, -0.0807424783706665, -0.06829752027988434, 0.21860668063163757, -0.4016616940498352, 0.029125701636075974, 0.17344050109386444, 0.18019361793994904, -0.04830535501241684, -0.1650795042514801, 0.10957638174295425, 0.2806304097175598, -0.014880719594657421, -0.21497943997383118, -0.27728766202926636, 0.03354084491729736, 0.37967219948768616, -0.11625977605581284, 0.017909249290823936, -0.04796142503619194, 0.601629912853241, 0.13842833042144775, 0.007469677831977606, 0.23102465271949768, 0.07259147614240646, 0.2044040858745575, 0.13016973435878754, -0.07361394166946411, 0.1587710827589035, 0.10211112350225449, -0.7822257876396179, 0.023840714246034622, 0.020635265856981277, 0.8885067105293274, -0.40526944398880005, -0.15601912140846252, -0.14472325146198273, 0.002455764915794134, -0.3052648603916168, 0.36777904629707336, 0.12810924649238586, -0.046147704124450684, 0.03679187223315239, 0.11903123557567596, -0.43655580282211304, -0.43323200941085815, -0.2143668681383133, 0.17187656462192535, -0.014132529497146606, 0.0983784943819046, -0.011841179803013802, -0.1192622184753418, -0.07731246948242188, 0.401655375957489, 0.2555050849914551]",0.0
2019-05-06,A,"[0.30961042642593384, 0.12677046656608582, 0.18374542891979218, -0.33404040336608887, 0.019755182787775993, 0.00505862757563591, -0.2872217297554016, -0.12653324007987976, 0.015462440438568592, 0.05153609812259674, 0.34870755672454834, 0.11162026971578598, 0.1267000287771225, 0.031411003321409225, 0.08403834700584412, 0.32782304286956787, 0.1663351207971573, 0.21428336203098297, 0.038157060742378235, -0.18821221590042114, -0.40107816457748413, -0.46224096417427063, -0.30808600783348083, 0.20056110620498657, 0.06992259621620178, -0.017053913325071335, 0.07811013609170914, 0.1508992314338684, 0.16152237355709076, 0.0304375272244215, 0.20062080025672913, 0.1968538612127304, -0.11128229647874832, -0.41713571548461914, -0.023391330614686012, -0.03648492693901062, -0.07968678325414658, -0.0039100730791687965, -0.04244447499513626, 0.059368837624788284, -0.2730545103549957, 0.8901716470718384, -0.09682194888591766, -0.3519940972328186, -0.0403045155107975, 0.319123774766922, 0.15991100668907166, -0.0765690952539444, -0.16082677245140076, -0.40956005454063416, -0.6224132180213928, 0.08219516277313232, 0.4086188077926636, -0.0802258774638176, -0.14130643010139465, 0.23030441999435425, 0.2592964470386505, -0.32996129989624023, -0.2470865696668625, 0.030479196459054947, 0.1204921305179596, 0.2852497100830078, -0.5620384812355042, 0.2263210415840149, 0.06581120938062668, 0.22699402272701263, 0.1711799055337906, -0.10688421875238419, -0.047137752175331116, 0.20854149758815765, 0.14157050848007202, -0.09971931576728821, 0.5954320430755615, 0.4889317750930786, -0.4250108003616333, -0.2292894721031189, 0.14029699563980103, 0.3135116398334503, 0.22188885509967804, -0.26767677068710327, -0.44124212861061096, 0.48941656947135925, -0.1186927780508995, -0.11284812539815903, -0.4644319713115692, 0.09120986610651016, -0.4273144006729126, -0.15711405873298645, 0.050241973251104355, -0.12369529157876968, -0.11875207722187042, 0.09676602482795715, -0.020727897062897682, -0.5846459865570068, -0.032510582357645035, 0.33827516436576843, 0.5708464980125427, -0.11885711550712585, -0.0467928871512413, 0.13711611926555634]",0.0
2019-05-07,A,"[0.42311468720436096, 0.3052353858947754, 0.02621460147202015, -0.36685171723365784, -0.07622986286878586, -0.015609394758939743, 0.3093002438545227, -0.08076949417591095, -0.08058293163776398, -0.2625595033168793, 0.15471690893173218, 0.11424899101257324, 0.20952774584293365, -0.07162919640541077, 0.1070183590054512, 0.3362294137477875, 0.5130802989006042, -0.0275123231112957, 0.05344921723008156, -0.06500163674354553, -0.5918319821357727, -0.2614362835884094, -0.5171438455581665, 0.19458146393299103, 0.04538248851895332, 0.025589214637875557, 0.10603085160255432, 0.05335594713687897, -0.14691101014614105, -0.013822967186570168, 0.13385404646396637, -0.07461709529161453, -0.24334773421287537, -0.28131628036499023, 0.08341595530509949, -0.09386616200208664, -0.5252152681350708, 0.0763353630900383, -0.1672998070716858, -0.10951816290616989, -0.45777174830436707, 0.7148529887199402, -0.16742515563964844, -0.3310314118862152, -0.2574746012687683, 0.26541703939437866, 0.050172384828329086, 0.26869481801986694, 0.11429249495267868, -0.2557560205459595, -0.3711078464984894, 0.17715968191623688, 0.4664183557033539, -0.10442852973937988, -0.4879815876483917, -0.22425365447998047, 0.3207547962665558, -0.03624183312058449, -0.023560702800750732, -0.25569772720336914, 0.00858850684016943, 0.2137223184108734, -0.2304239124059677, 0.45246532559394836, -0.1693735271692276, 0.4918365478515625, 0.10703428089618683, -0.20790663361549377, 0.10919701308012009, 0.04970235005021095, 0.3942142724990845, -0.10038048774003983, 0.4502066373825073, 0.5041544437408447, 0.009584134444594383, -0.053925324231386185, -0.13555599749088287, 0.13451212644577026, 0.5673388838768005, -0.2507026791572571, -0.8219242095947266, 0.3091350793838501, -0.10457343608140945, -0.06360553950071335, -0.40904396772384644, 0.010899621061980724, -0.037023723125457764, -0.3825048506259918, -0.11398234963417053, -0.018393075093626976, 0.10877776145935059, -0.03989962488412857, 0.07169579714536667, -0.3616926372051239, -0.15638071298599243, 0.13725513219833374, 0.2940068542957306, -0.16248053312301636, 0.11397199332714081, 0.3968837559223175]",-2.0
2019-05-08,A,"[-0.0004848204553127289, 0.07716575264930725, -0.008728571236133575, -0.08203399181365967, -0.02424875646829605, 0.20905226469039917, 0.3795297145843506, -0.21955248713493347, -0.005907400976866484, -0.19701732695102692, 0.1382441222667694, 0.39997726678848267, 0.10968197882175446, 0.1554565727710724, 0.4145919978618622, 0.09118688106536865, 0.1438654661178589, -0.08586308360099792, 0.25851839780807495, -0.04387643188238144, -0.6372397541999817, 0.062376536428928375, -0.45931383967399597, 0.28320208191871643, 0.2048497498035431, -0.10347364097833633, 0.32846540212631226, -0.235863596200943, -0.364839106798172, 0.014745809137821198, -0.22649182379245758, -0.1410767138004303, 0.3646436035633087, -0.62382972240448, -0.07745792716741562, 0.03432794660329819, 0.0943012535572052, 0.03288796544075012, 0.00473882257938385, -0.34551966190338135, -0.3045211434364319, 0.5680632591247559, -0.1775425225496292, -0.4582825303077698, -0.017501957714557648, 0.23452410101890564, -0.06789344549179077, 0.18308404088020325, -0.019791144877672195, -0.20015034079551697, 0.02795102447271347, 0.02727510593831539, 0.1360771507024765, -0.23469047248363495, -0.26199856400489807, 0.035449445247650146, 0.04896623641252518, -0.012851176783442497, -0.2408140003681183, -0.44964122772216797, -0.2650240659713745, 0.015198580920696259, -0.3016391396522522, 0.07418234646320343, 0.2249094694852829, 0.32850736379623413, 0.5813353657722473, -0.0013423403725028038, 0.40309974551200867, 0.1479484736919403, 0.5248021483421326, 0.05508323013782501, -0.012292619794607162, 0.3730316162109375, 0.15521544218063354, -0.6812890768051147, -0.5301174521446228, 0.06984278559684753, 0.48413318395614624, -0.18144117295742035, -0.15612271428108215, 0.24710853397846222, -0.03350037336349487, 0.1471957564353943, 0.24501144886016846, -0.3759390115737915, -0.00863736867904663, -0.0507785826921463, -0.05060539022088051, -0.591384768486023, 0.009770389646291733, -0.0321464017033577, -0.1491669863462448, -0.3915886878967285, 0.18821918964385986, -0.04801356419920921, -0.0762227326631546, -0.183853417634964, 0.17750737071037292, 0.35491764545440674]",0.0
2019-05-09,A,"[-0.22367163002490997, 0.40588054060935974, 0.041722577065229416, 0.25762322545051575, -0.25223973393440247, 0.4839612543582916, 0.6353887915611267, 0.18259668350219727, -0.029293188825249672, -0.6036149859428406, -0.815991222858429, 0.8770591616630554, 0.591314971446991, 0.018460923805832863, -0.28579410910606384, 0.34172141551971436, -0.4765219986438751, 0.03168509528040886, 0.2056920975446701, -0.017542123794555664, -1.6591482162475586, 0.012846033088862896, -0.4468863308429718, 0.41025757789611816, 0.5521758794784546, 0.033699918538331985, 0.4566081464290619, -0.20921166241168976, -0.9956903457641602, -0.27441513538360596, -0.1574898064136505, -0.8909303545951843, 0.11241737753152847, -1.0010827779769897, 0.6373797655105591, 0.30523642897605896, -0.3257509768009186, -0.5825343132019043, -0.547206461429596, -0.27067017555236816, 0.24561326205730438, 0.35057345032691956, -0.19241972267627716, -0.12146642804145813, 0.37238839268684387, -0.18954093754291534, 0.25408461689949036, -0.0756751075387001, 0.4396022856235504, -0.8538740277290344, -0.14802415668964386, 0.6900587677955627, 0.48197105526924133, -0.4727209806442261, 0.5476961731910706, -0.42192021012306213, 0.42054101824760437, -0.12373986095190048, -0.46662256121635437, -0.44007670879364014, 0.19143147766590118, 1.0049670934677124, 0.11309852451086044, 0.061332106590270996, -0.03998364880681038, 1.6643012762069702, -0.4829258620738983, -0.8276490569114685, 0.1186671331524849, 0.049929942935705185, 0.2582104504108429, 0.09001421183347702, -0.6402693390846252, -0.2567238509654999, 1.2574440240859985, -0.017638137564063072, 0.6220976710319519, 0.0994718074798584, 0.797956645488739, -0.45780327916145325, -0.49266937375068665, -0.06435616314411163, 0.282694548368454, -0.49159565567970276, 1.0302790403366089, 0.09361600875854492, -0.2523654103279114, -0.9672353267669678, 0.7116444706916809, -0.748823344707489, -0.48416900634765625, -0.552108108997345, -0.3445517122745514, 0.12394597381353378, -0.11247556656599045, -0.08675035834312439, -0.4037346839904785, 0.5862658023834229, 0.7339919209480286, 0.6997582912445068]",1.0
2019-05-10,A,"[-0.07107416540384293, 0.3454131484031677, 0.5371180772781372, 0.32967257499694824, -0.20327748358249664, 0.14159926772117615, 0.2598114311695099, 0.13769163191318512, 0.00893603079020977, 0.09240956604480743, 0.14190195500850677, 0.09178654849529266, -0.16727614402770996, 0.35844191908836365, -0.23559901118278503, 0.7060361504554749, 0.030408760532736778, -0.31420326232910156, 0.028657373040914536, 0.009592967107892036, -0.764143168926239, -0.15330977737903595, -0.2716849148273468, 0.08252877742052078, -0.12953440845012665, -0.4881080090999603, 0.08555097132921219, -0.2149723917245865, -0.0464804545044899, 0.005331012886017561, 0.0458066463470459, 0.14431698620319366, -0.06656741350889206, -0.8767219185829163, -0.1697777509689331, -0.13839861750602722, -0.016531629487872124, -0.33817848563194275, -0.21089553833007812, -0.6900339722633362, -0.3322141766548157, 0.5961220860481262, 0.2033601850271225, -0.16138586401939392, 0.21622583270072937, 0.1509162187576294, 0.4627121090888977, -0.006409304682165384, -0.2389301359653473, -0.005002208985388279, -0.2598128914833069, -0.017110493034124374, 0.0946880429983139, 0.03487788513302803, -0.12722669541835785, 0.08596380800008774, 0.5341341495513916, -0.04128236323595047, -0.40422311425209045, -0.5421682596206665, -0.11756187677383423, -0.14536447823047638, -0.7713456153869629, 0.5318360328674316, 0.07817275077104568, 0.30121129751205444, 0.0056476593017578125, -0.20878355205059052, 0.1834293156862259, 0.10979826003313065, 0.566524088382721, -0.12559199333190918, 0.428606241941452, 0.3321838974952698, 0.3767489492893219, -0.2666294276714325, 0.366178959608078, 0.22438167035579681, 0.4577450752258301, -0.20796875655651093, -0.7035002112388611, 0.18460607528686523, -0.006030892487615347, -0.20442883670330048, -0.48366475105285645, 0.06600397825241089, -0.40171173214912415, -0.3057273328304291, 0.40169408917427063, 0.2488429844379425, 0.10698805749416351, 0.04933478683233261, 0.17936007678508759, -0.5495742559432983, -0.20753873884677887, -0.052955299615859985, -0.04683772847056389, 0.009594470262527466, 0.02317311055958271, 0.2460188865661621]",0.0
2019-05-13,A,"[-0.035855069756507874, 0.5895116329193115, 0.28016117215156555, 0.35876572132110596, -0.13698959350585938, -0.3997257351875305, 0.37986692786216736, 0.20241056382656097, -0.039224784821271896, 0.35515695810317993, -0.23682744801044464, 0.19838620722293854, 0.4207669496536255, -0.09130008518695831, 0.2529541850090027, -0.06480303406715393, 0.11358677595853806, 0.09116937220096588, -0.2856733202934265, 0.042149242013692856, -0.3689265549182892, 0.05399101600050926, -0.009787124581634998, 0.17254263162612915, -0.08544115722179413, 0.08254491537809372, 0.3011017441749573, -0.10515844076871872, -0.13324669003486633, 0.33169299364089966, -0.062431659549474716, 0.17240431904792786, 0.002935850527137518, -0.1455439031124115, 0.47743239998817444, -0.08281275629997253, 0.09052004665136337, -0.25939154624938965, -0.26067036390304565, -0.013983424752950668, 0.022333165630698204, 0.5847614407539368, -0.23981216549873352, -0.5275295972824097, -0.07341547310352325, 0.4863857924938202, 0.1270826756954193, 0.12792102992534637, -0.03510715067386627, 0.011530199088156223, -0.13518275320529938, 0.29577118158340454, 0.18728043138980865, -0.005965908523648977, 0.20302771031856537, -0.5523554086685181, 0.25183674693107605, 0.05204612389206886, -0.20552650094032288, -0.2792550325393677, -0.06573359668254852, 0.42269790172576904, -0.1467893272638321, 0.4077981412410736, 0.1279347836971283, -0.04962794482707977, -0.1653904765844345, -0.37299492955207825, 0.060537297278642654, 0.11377403140068054, 0.0013318081619217992, 0.10397147387266159, 0.4449586272239685, 0.3721054196357727, -0.30051055550575256, -0.5424204468727112, -0.7074041962623596, -0.025555698201060295, -0.20884676277637482, -0.052960388362407684, -0.1138937771320343, 0.46211570501327515, -0.19125089049339294, -0.0506378635764122, 0.10449809581041336, 0.19175638258457184, -0.14768610894680023, 0.12266707420349121, -0.2562309205532074, -0.24902082979679108, 0.14391566812992096, 0.27807584404945374, 0.6887009739875793, -0.473965585231781, -0.38601189851760864, 0.06294845789670944, -0.06722172349691391, -0.03151753917336464, 0.2813102602958679, 0.32048794627189636]",-2.0
2019-05-14,A,"[-0.22197310626506805, 0.595417320728302, -0.01027909480035305, 0.03763575479388237, -0.21616621315479279, -0.26434701681137085, 0.25933462381362915, -0.08832816779613495, 0.06837558001279831, -0.235564723610878, -0.221882626414299, 0.035256728529930115, -0.10759833455085754, -0.044465191662311554, 0.22047121822834015, 0.05439643934369087, 0.1689467430114746, -0.13575762510299683, 0.0049766977317631245, 0.34654611349105835, -0.6890459656715393, -0.05542118474841118, -0.8213096857070923, 0.17910747230052948, -0.3853969871997833, -0.5385314226150513, -0.001585407997481525, -0.04373088851571083, -0.14400167763233185, 0.3617495894432068, -0.1022975742816925, 0.23279960453510284, -0.05411206930875778, -0.5672800540924072, 0.17710132896900177, 0.07695272564888, -0.10339590162038803, 0.05546940490603447, -0.4142630398273468, -0.2309829443693161, -0.6236745715141296, 0.49542415142059326, -0.2921903729438782, -0.2736469507217407, 0.037626758217811584, 0.15484873950481415, -0.3126010000705719, 0.3294406533241272, 0.14377711713314056, -0.09538079798221588, -0.07192160189151764, 0.14198197424411774, -0.10188509523868561, 0.12153331190347672, -0.2988106906414032, -0.0652262344956398, 0.18072041869163513, 0.08843350410461426, -0.13128875195980072, -0.015494585037231445, -0.22723904252052307, -0.13680070638656616, -0.24756869673728943, 0.44784238934516907, -0.02291867695748806, 0.26038068532943726, 0.1561705321073532, -0.051609888672828674, -0.01161280833184719, 0.13613232970237732, 0.3552613854408264, -0.012990490533411503, 0.38563334941864014, -0.10273924469947815, 0.09808257222175598, -0.6233919262886047, 0.025198128074407578, 0.2842755615711212, 0.6307138800621033, 0.06009978428483009, -0.2642058730125427, 0.1527973860502243, 0.13880440592765808, 0.03441932424902916, -0.5547577738761902, -0.4598291516304016, 0.17069461941719055, -0.012379974126815796, -0.0367034450173378, 0.016306085512042046, -0.19562117755413055, 0.022149959579110146, 0.20561541616916656, -0.12348119169473648, -0.08666554093360901, 0.11067942529916763, -0.3653618395328522, 0.11355911940336227, 0.08212658762931824, 0.5225023627281189]",2.0
2019-05-15,A,"[-0.047365762293338776, 0.4535118639469147, 0.17532029747962952, 0.1589018851518631, -0.27064767479896545, 0.006303638219833374, 0.26187002658843994, -0.18252232670783997, 0.136270672082901, -0.5774492621421814, 0.19783784449100494, -0.38098418712615967, -0.02543926239013672, 0.02211824245750904, 0.12198647856712341, 0.10838249325752258, 0.534904420375824, 0.16885799169540405, 0.28928279876708984, 0.2827123701572418, -0.41996386647224426, -0.07564697414636612, -0.43462613224983215, 0.05620236322283745, -0.12158992141485214, -0.1289471536874771, -0.07537979632616043, -0.17643031477928162, -0.44494566321372986, 0.00456491531804204, 0.23135410249233246, -0.27966684103012085, 0.200209841132164, 0.11067330837249756, 0.14602436125278473, -0.06623068451881409, 0.07559079676866531, 0.08449951559305191, -0.17328320443630219, -0.5347077250480652, -0.3534170687198639, 0.4581994116306305, -0.2956741750240326, -0.16481803357601166, -0.289666086435318, 0.16319973766803741, -0.14086072146892548, 0.4659885764122009, 0.045866958796978, -0.11456825584173203, 0.29962629079818726, -0.23499050736427307, 0.5425627827644348, 0.10332921892404556, -0.05457049980759621, 0.21700598299503326, -0.011021312326192856, 0.046130307018756866, 0.33700284361839294, 0.024239080026745796, -0.0922117754817009, 0.10362903028726578, -0.09701038151979446, 0.7328058481216431, 0.1053900420665741, 0.2668937146663666, -0.05748051777482033, 0.1222081333398819, 0.15728779137134552, -0.09847105294466019, 0.5597440004348755, -0.06360480189323425, 0.08008287101984024, -0.2768539488315582, -0.10853950679302216, -0.44999656081199646, -0.14231276512145996, 0.05929951369762421, 0.20834003388881683, -0.28887447714805603, -0.2992669343948364, 0.06205229088664055, -0.03389127179980278, -0.14495849609375, 0.010440596379339695, -0.3346581757068634, 0.008579850196838379, 0.09463783353567123, -0.21515177190303802, 0.2593022584915161, -0.27824923396110535, 0.032415542751550674, 0.10625675320625305, 0.16845136880874634, 0.045751284807920456, 0.16325776278972626, -0.32467442750930786, -0.15401801466941833, 0.07268106937408447, 0.2445635199546814]",-3.0
2019-05-17,A,"[-0.126657173037529, -0.35780957341194153, -1.4185079336166382, -0.6690052151679993, 0.3885440528392792, 0.21540705859661102, -0.7971629500389099, 0.5543375611305237, -1.7856630086898804, -0.5820785760879517, -1.8994859457015991, 0.23044230043888092, 0.09713834524154663, 1.5346877574920654, 0.3559509813785553, 0.9987488985061646, 1.3981276750564575, 0.4750019907951355, -0.7296565771102905, -2.333181142807007, 0.1536438763141632, 0.2320270538330078, 1.5075862407684326, 0.9187427759170532, 0.2687010169029236, 0.18291547894477844, -0.012054250575602055, 0.86966872215271, 0.7654204368591309, -1.7731157541275024, 0.9928824305534363, -0.6812109351158142, 0.9024128913879395, -1.2177952527999878, 0.01798199489712715, 0.463264137506485, 1.5958349704742432, 0.7100160121917725, -2.8463971614837646, 0.9063442349433899, -0.38748833537101746, -0.013067738153040409, 0.9295194745063782, -1.2060106992721558, 0.37325307726860046, -1.2371456623077393, -0.7330654263496399, 0.4263225793838501, 0.6907810568809509, 0.27802935242652893, -2.3058531284332275, 0.4380544424057007, -0.6505190134048462, -0.8036770820617676, 0.10659238696098328, 0.23411191999912262, -0.7273951768875122, -0.47688376903533936, 1.1381100416183472, -1.2407814264297485, 0.5907796621322632, -2.536881446838379, 0.06980019062757492, -1.2921204566955566, 1.7182307243347168, -0.24123500287532806, 1.4336796998977661, 0.44522154331207275, -1.0190410614013672, -0.24824146926403046, -0.5500272512435913, -0.40120404958724976, -1.1370097398757935, -0.20080222189426422, -0.9399594664573669, -0.4831736087799072, 0.21619756519794464, 0.3739229142665863, 1.3133914470672607, -2.160212516784668, -0.3342192769050598, 1.842598557472229, 0.491608202457428, 2.3602592945098877, -1.957082748413086, 1.14146888256073, 0.3095916509628296, 0.08970147371292114, -1.8124914169311523, -0.08378928899765015, 0.9125456213951111, 1.2605547904968262, -1.9312461614608765, 0.9660606384277344, -0.803051769733429, 0.48526376485824585, -0.7948041558265686, -0.5995392799377441, -0.4146406650543213, -0.11270985007286072]",0.0
2019-05-21,A,"[-0.3299805819988251, -0.2317340224981308, -0.2679722011089325, -0.07072990387678146, 0.057038161903619766, -0.6299494504928589, -0.2523578703403473, -0.417456716299057, 0.3898369073867798, 0.1797591894865036, 0.1755320429801941, 0.10910414904356003, -0.06474118679761887, 0.3717400133609772, 0.21787603199481964, -0.23916839063167572, 0.352298378944397, -0.2839866578578949, 0.19102899730205536, -0.711391031742096, -0.2330368310213089, 0.16376952826976776, -0.07878633588552475, 0.6272279620170593, 0.29390475153923035, 0.30954065918922424, 0.19644497334957123, 0.02017510123550892, 0.16834688186645508, 0.1497660130262375, -0.12350127100944519, -0.4743506908416748, 0.3919236660003662, -0.6088881492614746, -0.23114760220050812, 0.3546283543109894, -0.42058655619621277, 0.21198470890522003, 0.11918976157903671, -0.37943339347839355, -0.4399978816509247, 0.045268815010786057, 0.3313060402870178, 0.39610227942466736, 0.2472933530807495, 0.04117317497730255, 0.34790071845054626, -0.10676602274179459, -0.1895797997713089, 0.459262490272522, -0.5716370940208435, -0.46975865960121155, 0.25122225284576416, -0.6227774024009705, -0.47989311814308167, -0.06890597194433212, -0.42904770374298096, -0.6814732551574707, 0.17402654886245728, 0.3180018663406372, 0.3167820870876312, 0.5197650790214539, 0.6173974275588989, -0.26401713490486145, 0.2579493820667267, 0.15263041853904724, 0.5735015273094177, 0.3921109735965729, -0.1577998846769333, 0.3305918574333191, 0.40045252442359924, 0.15799720585346222, 0.14532485604286194, 0.23562578856945038, -0.7572843432426453, -0.14222443103790283, 0.3151458501815796, -0.3003929853439331, 0.20443415641784668, -0.3435916006565094, 0.12921841442584991, -0.38633665442466736, -0.3308774530887604, 0.19046534597873688, 0.10521149635314941, 0.15420542657375336, -0.27766740322113037, 0.625443696975708, -0.47430405020713806, -0.8492093086242676, -0.17761476337909698, -0.5514519810676575, -0.1940649151802063, 0.16015993058681488, 0.44868287444114685, 0.3340417146682739, -0.05121945962309837, 0.43622055649757385, -0.3051567077636719, -0.0538281612098217]",-3.0
